"CNTSCHID","Region","generalPISA","finlitPISA","FLindicator","ST001D01T","ST004D01T","AGE","ISCEDD","ISCEDO","BELANGN","HEDRES","WEALTH","ST013Q01TA","IMMIG","MISCED","FISCED","BMMJ1","BFMJ2","EMOSUPS","REPEAT","OUTHOURS","MMINS","LMINS","PV1MATH","PV1READ","ANXTEST","MOTIVAT","SC001Q01TA","SC048Q01NA","SC048Q02NA","SC048Q03NA","SCHSIZE","CLSIZE","RATCMP1","LEADPD","SCHAUT","EDUSHORT","STRATIO","CNTSTUID","PV1FLIT"
5600133,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","General","Dutch",1.1563,1.116,"26-100 books","Native","ISCED 5A, 6","ISCED 5A, 6",57,39,-0.2495,"Did not repeat a <grade>",10,250,200,681.64,651.108,-0.2702,-0.1651,"A town (15 000 to about 100 000 people)",1,2,1,976,18,0.9091,-0.8959,0.83,-1.2541,12.6753,5605965,615.032
5600133,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","General","Dutch",1.1563,-0.1028,"101-200 books","Native","ISCED 5A, 6","ISCED 5A, 6",28,76,0.0264,"Did not repeat a <grade>",18,200,200,664.545,632.616,-0.4331,-2.1202,"A town (15 000 to about 100 000 people)",1,2,1,976,18,0.9091,-0.8959,0.83,-1.2541,12.6753,5603012,622.759
5600133,"Belgium: Flemish community",1,1,1,"Grade 10","Female",16,"A","General","Dutch",1.1563,0.981,"101-200 books","Native","ISCED 5B","ISCED 5A, 6",39,60,0.1018,"Did not repeat a <grade>",8,250,200,705.578,621.234,0.0921,1.0566,"A town (15 000 to about 100 000 people)",1,2,1,976,18,0.9091,-0.8959,0.83,-1.2541,12.6753,5601135,720.561
5600133,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",-0.5343,-0.5884,"26-100 books","Native","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",45,27,0.4662,"Did not repeat a <grade>",18,200,200,573.584,539.422,-0.4305,-0.3344,"A town (15 000 to about 100 000 people)",1,2,1,976,18,0.9091,-0.8959,0.83,-1.2541,12.6753,5602007,622.845
5600133,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","General","Dutch",-0.5343,0.8791,"101-200 books","Native","ISCED 5A, 6","ISCED 5A, 6",45,77,1.0991,"Did not repeat a <grade>",5,250,200,654.422,646.699,-0.6871,-1.0351,"A town (15 000 to about 100 000 people)",1,2,1,976,18,0.9091,-0.8959,0.83,-1.2541,12.6753,5605052,683.829
5600133,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",0.1927,0.2047,"11-25 books","Native","ISCED 5B","ISCED 5B",65,43,1.0991,"Did not repeat a <grade>",13,200,200,504.994,490.231,0.3265,-0.61,"A town (15 000 to about 100 000 people)",1,2,1,976,18,0.9091,-0.8959,0.83,-1.2541,12.6753,5605364,555.191
5600133,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","General","Dutch",1.1563,0.1415,"101-200 books","Native","ISCED 5A, 6","ISCED 5A, 6",68,70,-0.3306,"Did not repeat a <grade>",3,250,250,740.568,629.134,-0.6292,-1.6866,"A town (15 000 to about 100 000 people)",1,2,1,976,18,0.9091,-0.8959,0.83,-1.2541,12.6753,5602739,644.647
5600133,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",0.0321,0.1644,"101-200 books","Native","ISCED 3B, C","ISCED 3B, C",77,27,1.0991,"Did not repeat a <grade>",2,250,250,686.175,652.78,-0.6871,-1.1822,"A town (15 000 to about 100 000 people)",1,2,1,976,18,0.9091,-0.8959,0.83,-1.2541,12.6753,5601357,714.899
5600133,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",-0.6134,-0.2655,"11-25 books","Native","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",21,21,-1.3869,"Did not repeat a <grade>",17,200,250,571.278,537.325,0.1441,-1.0351,"A town (15 000 to about 100 000 people)",1,2,1,976,18,0.9091,-0.8959,0.83,-1.2541,12.6753,5604877,612.285
5600133,"Belgium: Flemish community",1,1,1,"Grade 10","Female",16,"A","General","Dutch",-0.1108,0.1557,"101-200 books","Native","ISCED 5A, 6","ISCED 5B",77,26,1.0991,"Did not repeat a <grade>",9,250,200,615.851,612.294,-0.7209,-1.8178,"A town (15 000 to about 100 000 people)",1,2,1,976,18,0.9091,-0.8959,0.83,-1.2541,12.6753,5603817,630.567
5600133,"Belgium: Flemish community",1,1,1,"Grade 10","Female",16,"A","General","Dutch",-0.7218,-0.2639,"11-25 books","Native","ISCED 3A, ISCED 4","ISCED 5A, 6",31,43,-0.889,"Did not repeat a <grade>",9,200,200,412.626,456.219,-0.6871,-1.0795,"A town (15 000 to about 100 000 people)",1,2,1,976,18,0.9091,-0.8959,0.83,-1.2541,12.6753,5602577,551.51
5600133,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",-0.5343,1.2867,"26-100 books","Native","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",39,70,-1.9546,"Did not repeat a <grade>",8,200,200,678.733,644.471,-0.5726,-0.2243,"A town (15 000 to about 100 000 people)",1,2,1,976,18,0.9091,-0.8959,0.83,-1.2541,12.6753,5606270,590.315
5600133,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","General","Dutch",0.0321,-0.5491,"101-200 books","Native","ISCED 5A, 6","ISCED 5B",67,18,-1.7911,"Did not repeat a <grade>",14,225,180,711.154,686.545,-1.6189,1.3961,"A town (15 000 to about 100 000 people)",1,2,1,976,18,0.9091,-0.8959,0.83,-1.2541,12.6753,5603723,671.593
5600134,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"C","Vocational","Dutch",-0.1108,-0.0232,"26-100 books","Native","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",18,13,0.1004,"Did not repeat a <grade>",8,100,100,549.298,538.563,-1.6189,0.075,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5605195,525.911
5600134,"Belgium: Flemish community",1,1,1,"Grade 9","Male",16,"C","Vocational","Dutch",1.1563,0.798,"26-100 books","Native","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",21,28,1.0991,"Did not repeat a <grade>",13,130,130,412.239,255.344,0.5209,0.1717,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5605179,302.252
5600134,"Belgium: Flemish community",1,1,1,"Grade 9","Male",15,"C","Vocational","Dutch",1.1563,1.3572,"0-10 books","Native","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",17,30,-0.889,"Repeated a <grade>",20,100,100,430.39,426.128,2.5493,0.5031,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5602333,369.524
5600134,"Belgium: Flemish community",1,1,0,"Grade 9","Male",16,"A","Vocational","French",-0.1108,0.6014,"11-25 books","Native","None","ISCED 3A, ISCED 4",25,26,-1.2602,"Repeated a <grade>",7,150,200,573.4,403.686,0.7186,-1.5929,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5604965,527.172
5600134,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"C","Vocational","Dutch",1.1563,-0.3098,"101-200 books","Native","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",77,28,0.1004,"Did not repeat a <grade>",55,100,100,536.567,500.378,0.0752,-1.5087,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5605688,486.645
5600134,"Belgium: Flemish community",1,1,1,"Grade 9","Female",16,"C","Vocational","Dutch",1.1563,1.1795,"201-500 books","First-Generation","ISCED 5A, 6","ISCED 3A, ISCED 4",24,50,1.0991,"Repeated a <grade>",15,100,100,386.133,445.719,-2.505,1.8543,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5606497,442.551
5600134,"Belgium: Flemish community",1,1,0,"Grade 9","Female",15,"C","Vocational","Dutch",1.1563,0.1493,"0-10 books","Native","ISCED 5B","ISCED 5B",68,26,-0.889,"Repeated a <grade>",10,120,120,326.365,325.679,0.5209,-0.1651,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5600910,375.12
5600134,"Belgium: Flemish community",1,1,0,"Grade 9","Male",16,"C","Vocational","Dutch",1.1563,0.4803,"0-10 books","Native","ISCED 5B","ISCED 5A, 6",45,25,0.3821,"Repeated a <grade>",16,110,110,379.119,436.277,0.2754,1.0385,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5603948,347.149
5600134,"Belgium: Flemish community",1,1,1,"Grade 9","Male",16,"A","Vocational","Dutch",1.1563,-0.0463,"0-10 books","Native","ISCED 3A, ISCED 4","ISCED 3B, C",18,26,-0.889,"Repeated a <grade>",15,200,200,484.319,418.408,0.0752,-0.5996,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5603425,507.257
5600134,"Belgium: Flemish community",1,1,0,"Grade 9","Female",16,"C","Vocational","Dutch",0.0321,0.9026,"101-200 books","Native","ISCED 3B, C","ISCED 3B, C",45,29,-0.3306,"Repeated a <grade>",11,100,100,414.422,377.885,0.1441,-0.4849,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5603062,413.907
5600134,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","Vocational","Dutch",-0.5343,-0.388,"26-100 books","Native","ISCED 5B","ISCED 5B",27,51,-1.3298,"Did not repeat a <grade>",6,150,200,554.737,505.739,-1.5176,-1.1822,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5600002,507.376
5600134,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","Vocational","Dutch",0.0321,0.7016,"26-100 books","Native","ISCED 5A, 6","ISCED 3A, ISCED 4",71,28,0.025,"Did not repeat a <grade>",7,150,200,546.436,553.025,0.0244,-1.9688,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5604437,583.744
5600134,"Belgium: Flemish community",1,1,0,"Grade 10","Male",15,"A","Vocational","Dutch",1.1563,1.4175,"26-100 books","Native","ISCED 5B","ISCED 2",45,31,0.5658,"Did not repeat a <grade>",7,150,200,584.665,550.614,-0.5306,0.1609,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5601623,662.3
5600134,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","Vocational","Dutch",1.1563,1.006,"201-500 books","Native","ISCED 5B","ISCED 3A, ISCED 4",69,27,1.0991,"Did not repeat a <grade>",16,200,200,554.127,492.452,-0.6871,-0.2111,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5605063,509.893
5600134,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"C","Vocational","Dutch",-0.7218,0.0765,"0-10 books","Native","ISCED 3A, ISCED 4","ISCED 2",28,25,-0.889,"Did not repeat a <grade>",21,100,100,548.788,440.751,-0.6871,-1.4159,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5605975,487.364
5600134,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","Vocational","Dutch",1.1563,0.013,"11-25 books","Native","ISCED 5B","ISCED 3A, ISCED 4",45,31,-1.3298,"Did not repeat a <grade>",15,150,200,494.873,554.29,-0.6871,-1.3192,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5601416,582.934
5600134,"Belgium: Flemish community",1,1,1,"Grade 9","Female",16,"A","Vocational","Dutch",0.0321,0.0846,"0-10 books","Native","ISCED 3B, C","ISCED 3B, C",35,18,1.0991,"Did not repeat a <grade>",7,150,200,431.783,442.931,0.2158,-1.0795,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5602670,503.297
5600134,"Belgium: Flemish community",1,1,0,"Grade 9","Female",16,"A","Vocational","Dutch",1.1563,-0.249,"101-200 books","Native","ISCED 5B","ISCED 5A, 6",16,28,1.0991,"Repeated a <grade>",13,150,200,392.02,438.432,-2.3047,-0.7662,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5600593,416.518
5600134,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"C","Vocational","Dutch",-0.1108,0.4113,"0-10 books","Native","ISCED 3A, ISCED 4","ISCED 3B, C",27,18,-0.889,"Did not repeat a <grade>",6,100,100,474.043,454.4,-0.4331,1.3961,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5603305,522.671
5600134,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","Vocational","Dutch",1.1563,0.3429,"0-10 books","Native","ISCED 5B","ISCED 3A, ISCED 4",28,44,1.0991,"Did not repeat a <grade>",5,150,150,492.06,374.45,-0.8996,-1.1822,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5601612,491.089
5600134,"Belgium: Flemish community",1,1,1,"Grade 10","Female",15,"A","Vocational","Dutch",1.1563,-0.0188,"26-100 books","Native","ISCED 3A, ISCED 4","ISCED 5B",69,25,-1.3298,"Did not repeat a <grade>",12,150,200,518.97,468.401,-1.7918,-1.1508,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5603348,521.205
5600134,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"C","Vocational","Dutch",-0.5343,0.582,"0-10 books","Native","ISCED 5B","ISCED 5B",69,43,0.5658,"Repeated a <grade>",9,100,100,392.614,347.486,0.0124,-1.1822,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5601958,401.018
5600134,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"C","Vocational","Dutch",0.2156,0.3315,"0-10 books","Native","ISCED 3A, ISCED 4","ISCED 3B, C",45,18,-1.8857,"Repeated a <grade>",36,100,100,355.927,443.198,-0.6871,-1.1822,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5605215,480.67
5600134,"Belgium: Flemish community",1,1,0,"Grade 9","Male",16,"C","Vocational","German",1.1563,4.0874,"11-25 books","Native","ISCED 5A, 6","ISCED 3A, ISCED 4",86,79,1.0991,"Repeated a <grade>",8,100,100,374.705,272.245,2.5493,0.5952,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5603888,379.411
5600134,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","Vocational","Dutch",-0.1108,-0.4862,"101-200 books","Native","ISCED 5A, 6","ISCED 5A, 6",16,55,1.0991,"Did not repeat a <grade>",10,100,100,485.138,389.144,1.0051,-0.4954,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5603641,398.369
5600134,"Belgium: Flemish community",1,1,0,"Grade 9","Male",16,"C","Vocational","Dutch",1.1563,0.496,"0-10 books","Native","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",29,29,0.1711,"Repeated a <grade>",12,100,100,383.738,394.9,0.2092,-0.1651,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5601927,405.824
5600134,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","Vocational","Dutch",0.1927,0.3064,"101-200 books","Native","ISCED 5A, 6","ISCED 5B",65,65,0.1004,"Did not repeat a <grade>",7,150,200,575.686,583.033,-0.9464,0.1582,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5601945,602.522
5600134,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","Vocational","Dutch",1.1563,0.3363,"More than 500 books","Native","ISCED 5B","ISCED 5A, 6",80,29,1.0991,"Did not repeat a <grade>",18,200,200,576.851,513.408,-0.2616,-0.2776,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5605962,534.48
5600134,"Belgium: Flemish community",1,1,0,"Grade 9","Female",16,"C","Vocational","Dutch",-0.9044,0.3015,"26-100 books","Native","ISCED 5A, 6","ISCED 5A, 6",35,53,0.1004,"Repeated a <grade>",20,100,100,471.858,402.141,1.1199,-1.7267,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5600979,331.31
5600134,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","Vocational","Dutch",1.1563,-0.7488,"101-200 books","Native","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",27,25,-1.3298,"Did not repeat a <grade>",10,120,160,420.182,471.298,0.5903,-0.7662,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5604341,451.996
5600134,"Belgium: Flemish community",1,1,1,"Grade 10","Male",16,"A","Vocational","Dutch",1.1563,-1.1337,"11-25 books","Native","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",43,33,1.0991,"Did not repeat a <grade>",5,150,200,506.943,483.542,0.0752,-0.8771,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5601179,461.784
5600134,"Belgium: Flemish community",1,1,1,"Grade 10","Female",16,"C","Vocational","Dutch",0.0321,0.5146,"More than 500 books","Native","ISCED 3A, ISCED 4","ISCED 5B",28,18,-0.2511,"Repeated a <grade>",4,80,80,481.507,483.18,-0.9491,-1.1822,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5603198,542.969
5600134,"Belgium: Flemish community",1,1,0,"Grade 9","Male",16,"A","Vocational","Dutch",0.6829,-0.6872,"101-200 books","Native","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",58,66,1.0991,"Repeated a <grade>",20,200,200,412.118,468.364,-0.4671,-2.2453,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5603564,518.011
5600134,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"C","Vocational","Dutch",1.1563,0.1292,"26-100 books","Native","ISCED 3A, ISCED 4","ISCED 3B, C",16,34,0.5658,"Did not repeat a <grade>",6,100,100,465.556,443.529,-0.4671,-0.5996,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5600269,466.159
5600134,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","Vocational","Dutch",0.0321,-0.1487,"101-200 books","First-Generation","ISCED 2","ISCED 5B",35,35,1.0991,"Did not repeat a <grade>",11,150,200,563.132,669.612,-0.2702,-0.109,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5600920,599.039
5600134,"Belgium: Flemish community",1,1,1,"Grade 10","Male",16,"C","Vocational","Dutch",1.1563,-0.0638,"26-100 books","Native","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",43,36,0.5658,"Did not repeat a <grade>",12,200,200,417.509,363.275,0.5209,-0.8771,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5600556,440.629
5600134,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","Vocational","Dutch",0.1927,0.6846,"0-10 books","Native","ISCED 5B","ISCED 2",16,22,-0.889,"Did not repeat a <grade>",4,150,200,632.328,487.812,-0.9491,-1.4159,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5604589,518.329
5600134,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","Vocational","Dutch",1.1563,2.7698,"201-500 books","Native","ISCED 5A, 6","ISCED 3A, ISCED 4",69,23,-1.8533,"Did not repeat a <grade>",15,150,200,382.443,456.11,1.0016,-0.8771,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5605101,506.097
5600134,"Belgium: Flemish community",1,1,1,"Grade 10","Male",16,"A","Vocational","Dutch",1.1563,0.0257,"26-100 books","Native","ISCED 5B","ISCED 5A, 6",22,36,1.0991,"Did not repeat a <grade>",36,330,330,643.969,620.31,0.5306,0.705,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5600945,618.807
5600134,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","Vocational","Dutch",1.1563,0.8482,"101-200 books","Native","ISCED 5B","ISCED 3A, ISCED 4",28,24,-0.889,"Did not repeat a <grade>",4,150,200,583.976,534.161,-0.6871,-0.1651,"A city (100 000 to about 1 000 000 people)",4,2,22,1265,18,0.6667,0.3471,0.83,0.7414,8.4053,5601460,557.278
5600135,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",1.1563,-0.2521,"201-500 books","Native","ISCED 5A, 6","ISCED 5A, 6",69,52,-3.0789,"Did not repeat a <grade>",11,1600,200,609.311,515.854,-0.6788,-1.6866,"A town (15 000 to about 100 000 people)",2,10,2,570,18,0.9275,0.1158,0.67,0.2208,10.3636,5600980,527.433
5600135,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",1.1563,0.8066,"26-100 books","Native","ISCED 5A, 6","ISCED 5A, 6",52,52,1.0991,"Did not repeat a <grade>",18,250,200,550.251,539.072,0.219,0.1111,"A town (15 000 to about 100 000 people)",2,10,2,570,18,0.9275,0.1158,0.67,0.2208,10.3636,5605185,595.572
5600135,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",0.8021,-0.0756,"101-200 books","Native","ISCED 5A, 6","ISCED 5A, 6",73,69,-0.3306,"Did not repeat a <grade>",13,250,200,552.647,591.613,-0.9464,-1.1822,"A town (15 000 to about 100 000 people)",2,10,2,570,18,0.9275,0.1158,0.67,0.2208,10.3636,5605064,565.745
5600135,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",0.0321,-0.1894,"26-100 books","Native","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",80,52,0.5658,"Did not repeat a <grade>",32,200,250,502.99,418.501,0.7186,-0.0137,"A town (15 000 to about 100 000 people)",2,10,2,570,18,0.9275,0.1158,0.67,0.2208,10.3636,5601001,471.847
5600135,"Belgium: Flemish community",1,1,1,"Grade 10","Female",16,"A","General","Dutch",0.1927,-0.2211,"0-10 books","Native","ISCED 5B","ISCED 5A, 6",59,30,-0.9404,"Did not repeat a <grade>",6,225,225,556.248,534.35,-1.3753,-1.7226,"A town (15 000 to about 100 000 people)",2,10,2,570,18,0.9275,0.1158,0.67,0.2208,10.3636,5606097,533.756
5600135,"Belgium: Flemish community",1,1,0,"Grade 11","Female",16,"A","General","Dutch",0.0321,0.6505,"26-100 books","Native","ISCED 5B","ISCED 5A, 6",71,58,1.0991,"Did not repeat a <grade>",16,350,200,614.15,572.389,-0.0345,0.4631,"A town (15 000 to about 100 000 people)",2,10,2,570,18,0.9275,0.1158,0.67,0.2208,10.3636,5602451,618.44
5600135,"Belgium: Flemish community",1,1,1,"Grade 9","Female",16,"A","General","Dutch",-0.6303,-0.1122,"101-200 books","Native","ISCED 2","ISCED 2",16,30,-0.2511,"Repeated a <grade>",2,200,200,577.357,626.011,-0.2702,-1.0377,"A town (15 000 to about 100 000 people)",2,10,2,570,18,0.9275,0.1158,0.67,0.2208,10.3636,5602921,657.737
5600135,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","General","Dutch",1.1563,0.7208,"26-100 books","Native","ISCED 5B","ISCED 5B",69,51,0.0264,"Did not repeat a <grade>",19,250,200,535.917,538.273,0.5209,-0.2908,"A town (15 000 to about 100 000 people)",2,10,2,570,18,0.9275,0.1158,0.67,0.2208,10.3636,5605300,539.438
5600135,"Belgium: Flemish community",1,1,1,"Grade 10","Male",16,"A","General","Dutch",0.0321,-0.1105,"26-100 books","Native","ISCED 5B","ISCED 5A, 6",82,52,1.0991,"Did not repeat a <grade>",35,500,250,564.661,528.614,0.4517,-0.8234,"A town (15 000 to about 100 000 people)",2,10,2,570,18,0.9275,0.1158,0.67,0.2208,10.3636,5606100,499.314
5600135,"Belgium: Flemish community",1,1,1,"Grade 10","Male",16,"A","General","Dutch",1.1563,-0.4608,"More than 500 books","Native","ISCED 5A, 6","ISCED 5B",81,32,0.4662,"Did not repeat a <grade>",13,250,200,570.48,642.562,0.0752,-0.1756,"A town (15 000 to about 100 000 people)",2,10,2,570,18,0.9275,0.1158,0.67,0.2208,10.3636,5604411,661.343
5600135,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","General","Dutch",1.1563,0.7035,"201-500 books","Native","ISCED 3A, ISCED 4","ISCED 5B",27,79,-0.889,"Did not repeat a <grade>",5,250,200,650.543,584.592,0.2594,0.592,"A town (15 000 to about 100 000 people)",2,10,2,570,18,0.9275,0.1158,0.67,0.2208,10.3636,5602868,665.36
5600135,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",1.1563,0.3897,"201-500 books","Native","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",28,25,-0.889,"Did not repeat a <grade>",17,200,200,540.116,566.935,0.2092,-0.1756,"A town (15 000 to about 100 000 people)",2,10,2,570,18,0.9275,0.1158,0.67,0.2208,10.3636,5605731,629.878
5600135,"Belgium: Flemish community",1,1,0,"Grade 9","Female",16,"A","General","Dutch",-1.2457,-0.6387,"0-10 books","Native","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",31,31,-1.9546,"Repeated a <grade>",13,200,200,562.202,504.711,-1.0698,-0.8234,"A town (15 000 to about 100 000 people)",2,10,2,570,18,0.9275,0.1158,0.67,0.2208,10.3636,5606327,540.861
5600135,"Belgium: Flemish community",1,1,0,"Grade 11","Female",16,"A","General","Dutch",-0.7218,-0.1206,"26-100 books","Native","ISCED 5A, 6","ISCED 5A, 6",76,82,-0.889,"Did not repeat a <grade>",5,250,200,647.852,653.277,-1.3753,-1.6412,"A town (15 000 to about 100 000 people)",2,10,2,570,18,0.9275,0.1158,0.67,0.2208,10.3636,5603993,648.401
5600135,"Belgium: Flemish community",1,1,0,"Grade 11","Male",16,"A","General","Dutch",1.1563,0.5332,"201-500 books","Native","ISCED 5B","ISCED 5A, 6",43,81,1.0991,"Did not repeat a <grade>",8,250,200,656.383,641.142,1.1311,-0.1756,"A town (15 000 to about 100 000 people)",2,10,2,570,18,0.9275,0.1158,0.67,0.2208,10.3636,5603781,648.822
5600135,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",1.1563,1.0494,"26-100 books","Native","ISCED 5B","ISCED 1",52,44,0.4662,"Did not repeat a <grade>",13,250,200,451.697,463.167,0.3265,-1.1706,"A town (15 000 to about 100 000 people)",2,10,2,570,18,0.9275,0.1158,0.67,0.2208,10.3636,5604998,588.267
